Jacob	M	35363	1999
Michael	M	33912	1999
Matthew	M	30415	1999
Joshua	M	27258	1999
Nicholas	M	25638	1999
Christopher	M	25603	1999
Andrew	M	23855	1999
Joseph	M	23213	1999
Daniel	M	22694	1999
Tyler	M	22665	1999
Emily	F	25956	2000
Hannah	F	23082	2000
Madison	F	19968	2000
Ashley	F	17997	2000
Sarah	F	17702	2000
Alexis	F	17629	2000
Samantha	F	17265	2000
Jessica	F	15709	2000
Elizabeth	F	15099	2000
Taylor	F	15078	2000
Jacob	M	34477	2000
Michael	M	32037	2000
Matthew	M	28573	2000
Joshua	M	27537	2000
Christopher	M	24932	2000
Nicholas	M	24652	2000
Andrew	M	23641	2000
Joseph	M	22831	2000
Daniel	M	22319	2000
Tyler	M	21504	2000
Emily	F	25057	2001
Madison	F	22164	2001
Hannah	F	20716	2001
Ashley	F	16527	2001
Alexis	F	16402	2001
Sarah	F	15899	2001
Samantha	F	15864	2001
Abigail	F	14807	2001
Elizabeth	F	14786	2001
Olivia	F	13977	2001
Jacob	M	32545	2001
Michael	M	29683	2001
Matthew	M	26808	2001
Joshua	M	26015	2001
Christopher	M	23126	2001
Nicholas	M	22845	2001
Andrew	M	22411	2001
Joseph	M	22011	2001
Daniel	M	20989	2001
William	M	20101	2001
Emily	F	24464	2002
Madison	F	21773	2002
Hannah	F	18822	2002
Emma	F	16540	2002
Alexis	F	15636	2002
Ashley	F	15344	2002
Abigail	F	15298	2002
Sarah	F	14760	2002
Samantha	F	14666	2002
Olivia	F	14629	2002
Jacob	M	30574	2002
Michael	M	28245	2002
Joshua	M	25993	2002
Matthew	M	25153	2002
Ethan	M	22109	2002
Andrew	M	22019	2002
Joseph	M	21895	2002
Christopher	M	21684	2002
Nicholas	M	21390	2002
Daniel	M	21316	2002
Emily	F	25691	2003
Emma	F	22706	2003
Madison	F	20199	2003
Hannah	F	17637	2003
Olivia	F	16148	2003
Abigail	F	15928	2003
Alexis	F	14867	2003
Ashley	F	14514	2003
Elizabeth	F	14103	2003
Samantha	F	13867	2003
Jacob	M	29638	2003
Michael	M	27121	2003
Joshua	M	25095	2003
Matthew	M	24001	2003
Andrew	M	22153	2003
Joseph	M	21367	2003
Ethan	M	21357	2003
Daniel	M	21039	2003
Christopher	M	20749	2003
Anthony	M	20145	2003
Emily	F	25037	2004
Emma	F	21607	2004
Madison	F	20622	2004
Olivia	F	16105	2004
Hannah	F	15605	2004
Abigail	F	15426	2004
Isabella	F	15017	2004
Ashley	F	14373	2004
Samantha	F	13783	2004
Elizabeth	F	13561	2004
Jacob	M	27881	2004
Michael	M	25458	2004
Joshua	M	24204	2004
Matthew	M	22874	2004
Ethan	M	22206	2004
Andrew	M	21703	2004
Daniel	M	20983	2004
William	M	20225	2004
Joseph	M	20125	2004
Christopher	M	19630	2004
Emily	F	23940	2005
Emma	F	20344	2005
