Helen	F	18888	1913
Dorothy	F	14674	1913
Margaret	F	14486	1913
Ruth	F	12609	1913
Mildred	F	9921	1913
Anna	F	9687	1913
Elizabeth	F	9505	1913
Frances	F	7694	1913
Marie	F	7353	1913
John	M	29329	1913
William	M	23538	1913
James	M	20832	1913
Robert	M	15684	1913
Joseph	M	14471	1913
George	M	13874	1913
Charles	M	13190	1913
Edward	M	9474	1913
Frank	M	9237	1913
Thomas	M	7096	1913
Mary	F	45345	1914
Helen	F	23221	1914
Dorothy	F	18782	1914
Margaret	F	17763	1914
Ruth	F	15839	1914
Anna	F	11865	1914
Mildred	F	11650	1914
Elizabeth	F	11367	1914
Frances	F	9677	1914
Marie	F	8829	1914
John	M	37948	1914
William	M	29753	1914
James	M	26263	1914
Robert	M	21188	1914
Joseph	M	18829	1914
George	M	17603	1914
Charles	M	16937	1914
Edward	M	12318	1914
Frank	M	12002	1914
Walter	M	8962	1914
Mary	F	58187	1915
Helen	F	30866	1915
Dorothy	F	25154	1915
Margaret	F	23054	1915
Ruth	F	21878	1915
Mildred	F	15254	1915
Anna	F	15119	1915
Elizabeth	F	14103	1915
Frances	F	12787	1915
Evelyn	F	11595	1915
John	M	47576	1915
William	M	38564	1915
James	M	33775	1915
Robert	M	28738	1915
Joseph	M	23052	1915
George	M	22307	1915
Charles	M	21960	1915
Edward	M	15889	1915
Frank	M	15006	1915
Thomas	M	11490	1915
Mary	F	61438	1916
Helen	F	32662	1916
Dorothy	F	27417	1916
Margaret	F	24953	1916
Ruth	F	23190	1916
Mildred	F	15633	1916
Anna	F	15228	1916
Elizabeth	F	14939	1916
Frances	F	13746	1916
Virginia	F	12487	1916
John	M	50043	1916
William	M	40419	1916
James	M	35569	1916
Robert	M	31741	1916
Joseph	M	23883	1916
Charles	M	23611	1916
George	M	23380	1916
Edward	M	17005	1916
Frank	M	15291	1916
Thomas	M	11998	1916
Mary	F	64281	1917
Helen	F	34251	1917
Dorothy	F	28851	1917
Margaret	F	25560	1917
Ruth	F	23568	1917
Mildred	F	16257	1917
Anna	F	15160	1917
Elizabeth	F	15131	1917
Frances	F	14363	1917
Virginia	F	14261	1917
John	M	51853	1917
William	M	42422	1917
James	M	37339	1917
Robert	M	35220	1917
Joseph	M	24762	1917
George	M	24196	1917
Charles	M	24143	1917
Edward	M	17502	1917
Frank	M	15769	1917
Thomas	M	12611	1917
Mary	F	67366	1918
Helen	F	36148	1918
Dorothy	F	32032	1918
Margaret	F	27139	1918
Ruth	F	25534	1918
Mildred	F	17258	1918
Virginia	F	16421	1918
Frances	F	16131	1918
Elizabeth	F	15853	1918
Anna	F	15666	1918
John	M	56558	1918
William	M	45290	1918
James	M	42118	1918
Robert	M	40620	1918
Charles	M	26922	1918
George	M	26318	1918
Joseph	M	26263	1918
Edward	M	19489	1918
Frank	M	17017	1918
Thomas	M	13910	1918
Mary	F	65838	1919
Helen	F	33706	1919
Dorothy	F	31734	1919
Margaret	F	26237	1919
Ruth	F	24565	1919
Mildred	F	17300	1919
Virginia	F	15636	1919
Elizabeth	F	15287	1919
Frances	F	15107	1919
Anna	F	14498	1919
John	M	53528	1919
William	M	43971	1919
James	M	42390	1919
Robert	M	41027	1919
Charles	M	25192	1919
George	M	25172	1919
Joseph	M	24264	1919
Edward	M	18535	1919
Frank	M	15702	1919
Thomas	M	13434	1919
Mary	F	70982	1920
Dorothy	F	36643	1920
Helen	F	35097	1920
Margaret	F	27996	1920
Ruth	F	26102	1920
Mildred	F	18059	1920
Virginia	F	17314	1920
Elizabeth	F	15910	1920
Frances	F	15883	1920
Anna	F	14581	1920
John	M	56913	1920
William	M	50149	1920
Robert	M	48676	1920
James	M	47912	1920
Charles	M	28308	1920
George	M	26892	1920
Joseph	M	25591	1920
Edward	M	20095	1920
Frank	M	16430	1920
Richard	M	15010	1920
Mary	F	73985	1921
Dorothy	F	39087	1921
Helen	F	34822	1921
Margaret	F	28467	1921
Ruth	F	25784	1921
Virginia	F	19033	1921
Mildred	F	17881	1921
Betty	F	17638	1921
Frances	F	15993	1921
Elizabeth	F	15800	1921
John	M	58217	1921
Robert	M	52784	1921
William	M	51860	1921
James	M	49748	1921
